id,latitude,longitude,SiteName,StartLat,StartLong,EndLat,EndLong
GEO02_PZHTR115,51.91721,4.57779,Algeraweg-Provincialeweg,51.92499,4.40612,51.92261,4.41256
GEO02_PZHTR116,51.9116,4.64141,Provincialeweg-Algeraweg,,,,
GEO02_PZHTR27,52.224864,4.676625,Vriezekoop-Kruisweg,,,,
GEO02_PZHTR28,52.169868,4.66844,Kruisweg-Vriezekoop,51.92261,4.41256,51.92275,4.41718
GEO02_PZHTR29,52.166284,4.667193,Kruisweg-Eisenhouwerlaan-Alp,,,,
GEO02_PZHTR30,52.157244,4.664752,Eisenhouwerlaan-Alp-Kruisweg,51.92275,4.41718,51.92683,4.42791
GEO02_PZHTR31,52.154836,4.668611,Eisenhouwerlaan-Alp-Oostkanaalweg-Alph,,,,
GEO02_PZHTR38,52.044212,4.66033,Kerkweg-Oost-Reijerskoop-Boskoop,,,,
GEO02_PZHTR39,52.042816,4.659844,Kerkweg-Oost-Coenecooprotonde,51.92683,4.42791,51.92839,4.4317
GEO02_PZHTR40,52.024416,4.668375,Coenecooprotonde-Kerkweg-Oost,,,,
GEO02_KANTR04,51.956248,5.921597,N325 Pleijweg / Ingenieur Molsweg-N325/A325 Nijmegseweg,,,,
GEO02_KANTR04r,51.95942,5.89116,N325/A325 Nijmegseweg-N325 Pleijweg / Ingenieur Molsweg,,,,
GEO02_PZHTR95,52.04544,4.509757,Oostweg-Verlengde Australieweg,,,,
GEO02_PZHTR96,52.048736,4.544574,Verlengde Australieweg-Verlengde Australieweg/Maximaplein,,,,
GEO02_PZHTR97,52.038416,4.541393,zoetermeerselaan-Verlengde Australieweg,52.09284,5.17255,52.09139,5.15783
GEO02_Z_RWSTRN210,52.087536,4.733989,N458-Gouwseweg/aansluiting A12,,,,
GEO02_Z_RWSTRN208,52.110784,4.685691,Boskoopseweg-N458,52.09284,5.17255,52.09369,5.16428
GEO02_Z_RWSTRN277,52.384988,4.843263,aansluiting A10-Kimpoweg,,,,
GEO02_Z_RWSTRN279,52.384828,4.839379,Kimpoweg-Radarweg,,,,
GEO02_Z_RWSTRN026,51.738916,3.824891,Aansl. Scharredijk-Port Zeelande,,,,
GEO02_Z_RWSTIN001,51.807008,4.006506,Rotonde Stellendan,,,,
GEO02_Z_RWSTIN067,51.699132,4.289866,Schaapsweg,51.92839,4.4317,51.92919,4.43364
GEO02_Z_RWSTR198,51.656547,4.415624,Z_RWS_0179-Z_RWS_0181,51.92839,4.4317,51.92919,4.43364
GEO02_Z_RWSTIN219,51.925764,4.173552,ZH_N15_04-B,,,,
GEO02_Z_RWSTIN220,51.91752,4.1826,ZH_N15_04-A,51.92919,4.43364,51.93167,4.4403
GEO02_Z_RWSTIN221,51.911037,4.196321,ZH_N15_05-B,,,,
GEO02_Z_RWSTI180,51.656551,4.415624,Z_RWS_0180,51.92919,4.43364,51.93063,4.43763
GEO02_R_RWSTI46,51.99451,4.31767,R_RWS_0046,,,,
GEO02_R_RWSTI474,51.853665,5.217561,R_RWS_0474,,,,
GEO02_R_RWSTI579,51.883324,4.580695,R_RWS_0579,,,,
GEO02_PZHTR100,51.9647,4.460522,thv. tunnelbak-N472 Boterdorpseweg,51.93167,4.4403,51.93369,4.44496
GEO02_PZHTR101,51.992408,4.517824,N472 Boterdorpseweg-400m voor Heulslootweg,,,,
GEO02_PZHTR103,51.96346,4.448348,vlak na bocht 300m voor rotonde-N472 Boterdorpseweg,52.07703,4.33642,52.07899,4.33415
GEO02_PZHTR104,51.9647,4.460522,thv. tunnelbak-N472 Klapwijkseweg,,,,
GEO02_PZHTR105,52.001476,4.454088,N472 Klapwijkseweg-Berkelseweg,,,,
GEO02_PZHTR106,52.031952,4.47833,Berkelseweg-A12 toerit Gouda,52.07352,4.34159,52.07703,4.33642
GEO02_PZHTR107,51.96346,4.448348,vlak na bocht 300m voor rotonde-N472 Klapwijkseweg,,,,
GEO02_PZHTR108,52.050152,4.515437,Benzinepomp-Bleiswijkseweg,52.07154,4.34652,52.07352,4.34159
GEO02_Z_RWSTRN281,52.384728,4.833527,Radarweg-Seineweg,,,,
GEO02_Z_RWSTRN283,52.38462,4.818042,Seineweg-Dubbele Buurt,52.06895,4.35387,52.07154,4.34652
GEO02_Z_RWSTRN284,52.383832,4.755521,Dubbele Buurt-Seineweg,,,,
GEO02_PZHTR94,51.867364,4.224718,N218-Nieuweweg,52.06644,4.3611,52.06895,4.35387
GEO02_PZHTR112,52.050052,4.476598,Afritkaweg-Amerikaweg/Europaweg,51.99352,4.3901,51.98949,4.39182
GEO02_PZHTR113,52.062064,4.484435,Amerikaweg/Europaweg-Azieweg/Australieweg,,,,
GEO02_PZHTR114,52.06444,4.500445,Azieweg/Australieweg-Verlengde Australieweg,51.98949,4.39182,51.98683,4.39297
GEO02_PNHTR167,52.231072,4.669076,Weteringweg-Vriezekoop,,,,
GEO02_GDHTR83,52.099012,4.272443,Westduinweg-Nieboerweg,51.98683,4.39297,51.98322,4.39453
GEO02_GDHTR84,52.093004,4.329919,Benoordenhousteweg-Van Alkemadelaan,,,,
GEO02_GDHTR85,52.104146,4.317176,Waalsdorperweg-Benoordenhoutseweg,51.98322,4.39453,51.97899,4.39632
GEO02_GDHTR86,52.104146,4.317176,Van Alkemadelaan-Zwolsestraat,,,,
GEO02_GDHTR87,52.112778,4.294861,Zwolsestraat-Waalsdorperweg,51.97899,4.39632,51.97465,4.39818
GEO02_GDHTR88,52.104146,4.317176,Waalsdorperweg-Oude Waalsdorperweg,,,,
GEO02_GDHTR89,52.108692,4.327159,Hubertustunnel-Waalsdorperweg,51.97465,4.39818,51.97037,4.40028
GEO02_GDHTR90,52.108692,4.327159,Hubertustunnel-Wittenburgerweg,51.83731,4.72033,51.83517,4.72944
GEO02_GDHTR91,52.1096,4.35182,Wittenburgerweg-Hubertustunnel,,,,
RWS01_MONIBAS_0011hrl0296ra,52.23191,5.2392,0011hrl0296ra,,,,
RWS01_MONIBAS_0011hrl0298ra,52.23029,5.2415,0011hrl0298ra,51.83517,4.72944,51.83398,4.73439
RWS01_MONIBAS_0011hrl0298ra0,52.23029,5.2415,0011hrl0298ra0,,,,
RWS01_MONIBAS_0011hrl0309ra,52.22512,5.25377,0011hrl0309ra,51.83398,4.73439,51.83226,4.74121
RWS01_MONIBAS_0011hrl0309ra0,52.22512,5.25377,0011hrl0309ra0,,,,
RWS01_MONIBAS_0011hrl0316ra,52.22402,5.26436,0011hrl0316ra,51.83226,4.74121,51.83022,4.75035
RWS01_MONIBAS_0011hrl0316ra0,52.22402,5.26436,0011hrl0316ra0,,,,
RWS01_MONIBAS_0011hrl0321ra,52.2238,5.27172,0011hrl0321ra,,,,
RWS01_MONIBAS_0011hrl0321ra0,52.2238,5.27172,0011hrl0321ra0,51.83022,4.75035,51.82959,4.75652
RWS01_MONIBAS_0011hrl0321rb,52.2238,5.27172,0011hrl0321rb,,,,
RWS01_MONIBAS_0011hrl0321rb0,52.2238,5.27172,0011hrl0321rb0,52.31366,4.81412,52.31051,4.8193
GEO02_Z_RWSTR197,51.649703,4.406161,Z_RWS_0178-Z_RWS_0180,,,,
GEO02_Z_RWSTR111A,51.687435,4.409286,R_RWS_0062-Z_RWS_0094,52.31639,4.8109,52.31366,4.81412
GEO02_R_RWSTR563,52.305176,5.317921,R_RWS_0537B-R_RWS_0537C,,,,
GEO02_R_RWSTR583,52.309755,5.325034,R_RWS_0553A-R_RWS_0553B,52.31974,4.80791,52.31639,4.8109
GEO02_R_RWSTR584,51.425926,4.211279,R_RWS_0553B-R_RWS_0554,,,,
GEO02_R_RWSTR557,52.269026,5.258512,R_RWS_0531-R_RWS_0532,,,,
GEO02_R_RWSTR558,52.27605,5.265133,R_RWS_0532-R_RWS_0534,52.32312,4.8043,52.31974,4.80791
GEO02_R_RWSTR571,52.373955,5.309818,R_RWS_0544-R_RWS_0545A,,,,
GEO02_R_RWSTR561,52.295629,5.296747,R_RWS_0537-R_RWS_0537A,52.32673,4.79862,52.32312,4.8043
GEO02_R_RWSTR345,52.7308,5.02627,R_RWS_0349-R_RWS_0350A,,,,
GEO02_R_RWSTI638,52.203012,4.482804,R_RWS_0638,51.93369,4.44496,51.93478,4.44907
GEO02_R_RWSTI92,52.34426,5.18058,R_RWS_0092,,,,
GEO02_R_RWSTI285,52.995582,5.159446,R_RWS_0285,51.93478,4.44907,51.93586,4.45438
GEO02_Z_RWSTIN192,51.832771,4.708219,ZH_N3_06-A,,,,
GEO02_Z_RWSTIN189,51.81587,4.707778,ZH_N3_05-B,51.93586,4.45438,51.93777,4.45953
GEO02_Z_RWSTIN187,51.797929,4.685543,ZH_N3_04-B,,,,
GEO02_Z_RWSTIN185,51.792835,4.674631,ZH_N3_03-B,51.93777,4.45953,51.9394,4.46424
GEO02_Z_RWSTIN183,51.777337,4.661396,ZH_N3_02-B,,,,
GEO02_Z_RWSTIN193,51.836014,4.710145,ZH_N3_07-B,51.9394,4.46424,51.94061,4.47224
GEO02_Z_RWSTIN184,51.789934,4.672514,ZH_N3_02-A,,,,
GEO02_PNHTI585,52.571762,4.654705,PNH_585-A,,,,
GEO02_PNHTI585r,52.571762,4.654705,PNH_585-B,,,,
GEO02_PZHTR109,52.031216,4.474598,Berkelseweg-N472 Klapwijkseweg,,,,
GEO02_PZHTR110,52.000608,4.449353,N472 Klapwijkseweg-Kruithuisplein/A13,,,,
GEO02_PZHTR111,52.050152,4.515437,Benzinepomp-A12 toerit Gouda,,,,
GEO02_GDHTR12,52.042644,4.23953,Erasmuslaan-Kijkduinsestraat,,,,
GEO02_GDHTR12R,52.065516,4.224223,Kijkduinsestraat-Erasmuslaan,,,,
GEO02_GDHTR13,52.066248,4.224709,Kijkduinsestraat-Stadhouderlaan,,,,
GEO02_GDHTR13R,52.087832,4.279844,Stadhouderlaan-Kijkduinsestraat,,,,
GEO02_GDHTR16R,52.085504,4.282994,Groot Hertoginnelaan-Stadhouderlaan,,,,
GEO02_GDHTR17R,52.068336,4.354974,A12-Mercuriusweg,,,,
GEO02_GDHTR20R,52.078332,4.326546,Ammunitiehaven-Mercuriusweg,,,,
GEO02_PNHTR168,52.22576,4.676024,Vriezekoop-Weteringweg,,,,
GEO02_Z_RWSTRN280,52.384784,4.835593,Radarweg-Kimpoweg,,,,
GEO02_Z_RWSTRN282,52.38432,4.820175,Seineweg-Radarweg,,,,
GEO02_Z_RWSTRN285,52.38402,4.753743,Dubbele Buurt-aansluiting A200,,,,
GEO02_Z_RWSTRN286,52.38614,4.741276,aansluiting A200-Dubbele Buurt,,,,
GEO02_Z_RWSTRN278,52.384856,4.840869,Kimpoweg-aansluiting A10,,,,
GEO02_Z_RWSTR3001,51.695072,5.352218,BRAV/Coudewater-BRAV/Berlicumseweg,,,,
GEO02_KANTR05,51.988024,5.991997,Ijsselweg-N325 Ijsselweg/A12,,,,
GEO02_PNHTR800,52.27756,4.74636,Kruisweg/N201-Fokkerweg/N201,52.09281,5.17802,52.09284,5.17255
GEO02_PNHTR801,52.28461,4.77253,Fokkerweg/N201-Kruisweg/N201,52.09281,5.17802,52.09284,5.17255
GEO02_PNHTR802,52.28461,4.77253,Fokkerweg/N201-Schipholdijk,,,,
GEO02_PNHTR803,52.2895,4.78633,Schipholdijk-Fokkerweg/N201,52.09247,5.18668,52.09281,5.17802
GEO02_PNHTR808,52.26338,4.79394,Burgemeester Brouwerweg-N231,,,,
GEO02_PNHTR809,52.25792,4.78662,N231-Burgemeester Brouwerweg,52.09257,5.19465,52.09247,5.18668
GEO02_PNHTR810,52.25792,4.78662,Legmeerdijk/N231-Zwarteweg,,,,
GEO02_PNHTR811,52.25902,4.76667,Zwarteweg-Legmeerdijk/N231,52.09341,5.20166,52.09257,5.19465
GEO02_GDHTR92,52.0875,4.321486,Utrechtsebaan stad uit,,,,
GEO02_GDHTR92r,52.076016,4.337859,Utrechtsebaan stad in,52.09672,5.20797,52.09341,5.20166
GEO02_GDHTR25,52.09226,4.309046,Laan Copes v Cattenburgh-Groot Hertoginnelaan,,,,
GEO02_Z_RWSTRN003,51.807576,3.94462,Verkeerslicht Ouddorp-Kruispunt De Punt,,,,
GEO02_Z_RWSTRN028,51.792136,3.884396,Kruispunt De Punt-Verkeerslicht Ouddorp,51.97037,4.40028,51.96633,4.40344
GEO02_Z_RWSTRN029,51.809304,3.945171,Verkeerslicht Ouddorp-Verkeerslicht Goederede,,,,
GEO02_Z_RWSTRN030,51.815576,3.983751,Verkeerslicht Goederede-Rotonde Stellendan,51.96633,4.40344,51.96357,4.40558
GEO02_Z_RWSTRN063,51.681612,4.155452,Phillipsdam-Aansl. N215,,,,
GEO02_Z_RWSTRN064,51.698372,4.203771,Aansl. N215-Schaapsweg,51.96357,4.40558,51.96057,4.40791
GEO02_Z_RWSTRN065,51.700296,4.296944,Schaapsweg-Hellegatsplein,,,,
GEO02_Z_RWSTRN066,51.700672,4.384671,Hellegatsplein-Schaapsweg,51.96057,4.40791,51.9572,4.41056
RWS01_MONIBAS_0040vwm0129ra0,52.27384,4.70541,0040vwm0129ra0,,,,
RWS01_MONIBAS_0040vwm0133ra,52.27133,4.70188,0040vwm0133ra,51.9572,4.41056,51.954,4.41306
RWS01_MONIBAS_0040vwm0136ra,52.26942,4.69936,0040vwm0136ra,,,,
RWS01_MONIBAS_0040vwm0329ra,52.14321,4.51221,0040vwm0329ra,,,,
RWS01_MONIBAS_0040vwm0329ra0,52.14321,4.51221,0040vwm0329ra0,51.82959,4.75652,51.82909,4.76213
RWS01_MONIBAS_0040vwm0331ra,52.14151,4.51007,0040vwm0331ra,,,,
RWS01_MONIBAS_0040vwm0338ra,52.13693,4.50477,0040vwm0338ra,51.82909,4.76213,51.8287,4.76644
RWS01_MONIBAS_0040vwm0338ra0,52.13693,4.50477,0040vwm0338ra0,,,,
RWS01_MONIBAS_0040vwm0343ra,52.13402,4.49925,0040vwm0343ra,51.8287,4.76644,51.8275,4.77638
RWS01_MONIBAS_0040vwm0343ra0,52.13402,4.49925,0040vwm0343ra0,,,,
RWS01_MONIBAS_0040vwm0348ra,52.13123,4.4936,0040vwm0348ra,51.8275,4.77638,51.82684,4.78288
GEO02_R_RWSTR346,52.720853,5.024843,R_RWS_0350A-R_RWS_0352,,,,
GEO02_R_RWSTR617,52.2096,4.50387,R_RWS_0594-R_RWS_0596,51.82684,4.78288,51.82621,4.78949
GEO02_R_RWSTR527A,51.858795,5.266454,R_RWS_0495-R_RWS_0495A,,,,
GEO02_R_RWSTR555,52.24982,5.2472,R_RWS_0530A-R_RWS_0530,,,,
GEO02_R_RWSTR590,52.24982,5.2472,R_RWS_0561A-R_RWS_0561,52.32918,4.79406,52.32673,4.79862
GEO02_R_RWSTR582,52.3176,5.33715,R_RWS_0553-R_RWS_0553A,,,,
GEO02_R_RWSTR563A,52.311456,5.328633,R_RWS_0537C-R_RWS_0538,,,,
GEO02_R_RWSTR45,51.722,4.40484,R_RWS_0069-R_RWS_1021,52.33247,4.78786,52.32918,4.79406
GEO02_R_RWSTR46,51.7261,4.40742,R_RWS_1021-R_RWS_0071,,,,
GEO02_R_RWSTR25A,52.0079,4.31085,R_RWS_0042-R_RWS_0045,52.33247,4.78786,52.32869,4.79479
RWS01_MONIBAS_0051hrr0127ra,52.38953,4.77055,0051hrr0127ra,,,,
RWS01_MONIBAS_0051hrr0129ra,52.39128,4.77319,0051hrr0129ra,52.33471,4.78358,52.33247,4.78786
RWS01_MONIBAS_0051hrr0129ra0,52.39128,4.77319,0051hrr0129ra0,,,,
RWS01_MONIBAS_0051hrr0134ra,52.39317,4.77973,0051hrr0134ra,,,,
RWS01_MONIBAS_0051hrr0137ra,52.39334,4.78376,0051hrr0137ra,,,,
RWS01_MONIBAS_0051hrr0137ra0,52.39334,4.78376,0051hrr0137ra0,51.94061,4.47224,51.94168,4.48168
RWS01_MONIBAS_0051hrr0140ra,52.39332,4.7886,0051hrr0140ra,,,,
RWS01_MONIBAS_0051hrr0140ra0,52.39332,4.7886,0051hrr0140ra0,,,,
RWS01_MONIBAS_0051hrr0143ra,52.39334,4.79333,0051hrr0143ra,51.94168,4.48168,51.94277,4.49002
RWS01_MONIBAS_0051hrr0143ra0,52.39334,4.79333,0051hrr0143ra0,,,,
RWS01_MONIBAS_0051hrr0147ra,52.39336,4.7988,0051hrr0147ra,,,,
GEO02_Z_RWSTIN031,51.806295,4.011346,ZL_N57_01-B,,,,
GEO02_R_RWSTI168,52.80796,5.74707,R_RWS_0168,51.94277,4.49002,51.94505,4.49717
GEO02_R_RWSTI546,52.378707,5.299804,R_RWS_0546,,,,
GEO02_PNHTI504,52.33263738,4.64281291,PNH_504-A,,,,
GEO02_PNHTI504r,52.33224,4.643798,PNH_504-B,,,,
GEO02_PNHTI535r,52.26848594,4.80288154,PNH_535-B,52.06644,4.3611,52.06895,4.35387
GEO02_PNHTI569r,52.45598,4.677321,PNH_569-B,,,,
GEO02_PNHTI570r,52.440408,4.734565,PNH_570-B,,,,
GEO02_R_RWSTI351,52.719085,5.024969,R_RWS_0351,52.06375,4.36892,52.06644,4.3611
GEO02_PNHTI568,52.689287,4.775314,PNH_568-A,,,,
GEO02_R_RWSTI624,52.1476,4.42717,R_RWS_0624,52.06211,4.37583,52.06375,4.36892
GEO02_R_RWSTI609,52.1476,4.42717,R_RWS_0609,,,,
GEO02_GDHTR36,52.08782,4.32058,Utrechtsebaan-Zuid-Hollandlan,52.05966,4.38227,52.06211,4.37583
GEO02_GDHTR36r,52.08623,4.31634,Zuid-Hollandlan-Utrechtsebaan,,,,
GEO02_GDHTR37,52.068084,4.276567,Valkenboslaan-Moerweg/Middachtenweg,,,,
GEO02_GDHTR37r,52.051076,4.298955,Moerweg/Middachtenweg-Valkenboslaan,,,,
GEO02_PNHTR172,52.55752,4.782658,Zuiddijk-Julianalaan de Rijp,,,,
GEO02_PNHTR173,52.551696,4.845368,Julianalaan de Rijp-A7/Purmerend,,,,
GEO02_PNHTR174,52.54994,4.86462,A7/Purmerend-Aansluiting A7,,,,
GEO02_PNHTR176,52.237976,4.659186,Leimuiderweg-A4/E19,,,,
GEO02_PNHTR177,52.23974,4.653172,N207/Leimuiderweg-Oude-wetering,,,,
GEO02_R_RWSTI641,52.20957,4.499717,R_RWS_0641,,,,
GEO02_Z_RWSTIN198,52.138522,4.513537,ZH_N11_02-A,,,,
GEO02_Z_RWSTIN197,52.139814,4.509983,ZH_N11_02-B,,,,
GEO02_Z_RWSTIN213,52.102066,4.363333,ZH_N14_02-B,,,,
GEO02_Z_RWSTIN210,52.08412,4.737543,ZH_N11_08-A,51.954,4.41306,51.95153,4.41509
GEO02_Z_RWSTIN200,52.133707,4.528004,ZH_N11_03-A,,,,
GEO02_Z_RWSTIN199,52.134699,4.525945,ZH_N11_03-B,51.95153,4.41509,51.94711,4.42013
GEO02_Z_RWSTIN212,52.109303,4.351964,ZH_N14_01-A,,,,
GEO02_Z_RWSTIN202,52.123133,4.591703,ZH_N11_04-A,,,,
GEO02_Z_RWSTIN204,52.122893,4.626697,ZH_N11_05-A,51.94711,4.42013,51.94492,4.42263
GEO02_Z_RWSTIN203,52.124125,4.623922,ZH_N11_05-B,,,,
GEO02_PNHTI528,52.363392,4.613927,PNH_528-A,51.94492,4.42263,51.94201,4.42596
GEO02_PNHTR179,52.371512,4.702491,A9-Hoofddorp-west,,,,
GEO02_PNHTR180,52.373972,4.70885,A9-Schipholweg,51.94201,4.42596,51.93909,4.4293
GEO02_PNHTR181,52.51484,4.71693,A9/Provincialweg-castricum,51.94201,4.42596,51.93909,4.4293
GEO02_PNHTR182,52.5196,4.718164,castricum-aansluiting A9,51.82621,4.78949,51.82508,4.79598
GEO02_PNHTR183,52.474944,4.769815,Afrit A8-coentunnelweg,,,,
GEO02_PNHTR184,52.40643,4.93919,Nieuwe Leeuwarderweg-RingwegNoord,51.82508,4.79598,51.82383,4.80134
GEO02_PNHTR185,52.53052,4.949353,N244-A7,,,,
GEO02_PNHTR186,52.61462,4.739943,Verkeersplein-Ommering,51.82383,4.80134,51.82257,4.80666
GEO02_PNHTR187,52.607108,4.734204,Ommering-A9/N242,,,,
GEO02_R_RWSTR152,52.706209,5.772637,R_RWS_0183-R_RWS_0186,51.82257,4.80666,51.82128,4.81388
GEO02_R_RWSTR189,52.476168,5.493153,R_RWS_0222-R_RWS_1142,,,,
GEO02_R_RWSTR190,52.46723,5.476068,R_RWS_1142-R_RWS_0224,51.82128,4.81388,51.82132,4.82145
GEO02_R_RWSTR85,52.46723,5.476068,R_RWS_0108-R_RWS_0109A,,,,
GEO02_R_RWSTR86,52.476168,5.493153,R_RWS_0109A-R_RWS_0110,51.82132,4.82145,51.82156,4.82729
GEO02_R_RWSTR109,52.6441,5.6746,R_RWS_0128-R_RWS_0131,52.33837,4.77667,52.33471,4.78358
GEO02_R_RWSTR110,52.6497,5.67769,R_RWS_0131-R_RWS_0132,,,,
GEO02_R_RWSTR119,52.6911,5.7759,R_RWS_0143-R_RWS_0184,52.34136,4.77008,52.33837,4.77667
GEO02_R_RWSTR347,52.7308,5.02627,R_RWS_0349-R_RWS_0352,,,,
GEO02_R_RWSTR816,52.45002,4.65657,R_RWS_0785A-R_RWS_0785,52.34407,4.76421,52.34136,4.77008
RWS01_MONIBAS_0040vwm0348ra0,52.13123,4.4936,0040vwm0348ra0,,,,
RWS01_MONIBAS_0040vwm0350ra,52.12988,4.49066,0040vwm0350ra,,,,
RWS01_MONIBAS_0040vwm0350ra0,52.12988,4.49066,0040vwm0350ra0,52.34834,4.75576,52.34407,4.76421
RWS01_MONIBAS_0040vwm0354ra,52.12742,4.48564,0040vwm0354ra,,,,
RWS01_MONIBAS_0040vwm0357ra,52.12605,4.48323,0040vwm0357ra,52.35116,4.75052,52.34834,4.75576
RWS01_MONIBAS_0040vwm0357ra0,52.12605,4.48323,0040vwm0357ra0,,,,
RWS01_MONIBAS_0040vwm0439ra,52.07469,4.39764,0040vwm0439ra,51.94505,4.49717,51.94583,4.5042
RWS01_MONIBAS_0040vwm0439ra0,52.07469,4.39764,0040vwm0439ra0,,,,
RWS01_MONIBAS_0040vwm0445ra,52.07223,4.39108,0040vwm0445ra,51.94583,4.5042,51.94667,4.51061
RWS01_MONIBAS_0040vwm0445ra0,52.07223,4.39108,0040vwm0445ra0,,,,
RWS01_MONIBAS_0040vwm0448ra,52.07049,4.3868,0040vwm0448ra,51.94667,4.51061,51.94773,4.51608
GEO02_GDHTR04R,52.0478,4.348964,A4/A13-Rijswijkseweg,51.94667,4.51061,51.94773,4.51608
GEO02_GDHTR06,52.030052,4.25942,Lozerlaan-Moerweg/Midachtenweg,,,,
GEO02_GDHTR06R,52.05012,4.298411,Moerweg/Midachtenweg-Lozerlaan,51.94773,4.51608,51.94992,4.52567
GEO02_GDHTR07,52.05132,4.30082,Erasmusweg-Hildebrandplein,,,,
GEO02_GDHTR07R,52.06062,4.314923,Calandstraat-Moerweg/Midachtenweg,51.94773,4.51608,51.94938,4.52499
GEO02_GDHTR08,52.030404,4.258799,Lozerlaan-Houtwijklaan,,,,
GEO02_GDHTR08R,52.04214,4.24014,Houtwijklaan -Lozerlaan,52.05711,4.38933,52.05966,4.38227
GEO02_GDHTR09,52.042668,4.240445,Escamplaan-Houtwijklaan,,,,
GEO02_GDHTR09R,52.053812,4.256272,Houtwijklaan-Escamplaan,52.05711,4.38933,52.06045,4.38161
GEO02_GDHTR14R,52.0973,4.306252,Toerit Hubertusviaduct-Stadhouderlaan,,,,
GEO02_R_RWSTR818,52.44574,4.654333,R_RWS_0783-R_RWS_0784,52.05534,4.3956,52.05711,4.38933
GEO02_R_RWSTR817,52.45347,4.65841,R_RWS_0783A-R_RWS_0783,,,,
GEO02_R_RWSTR35,51.7103,4.39712,R_RWS_0059-R_RWS_0060A,52.05534,4.3956,52.05711,4.38933
GEO02_R_RWSTR606,51.874863,4.57217,R_RWS_0576-R_RWS_0578,,,,
GEO02_N_RWSTR012,51.846685,5.763103,N_RWS_0018-N_RWS_0016,52.05385,4.40236,52.05534,4.3956
GEO02_N_RWSTR013,51.849438,5.753258,N_RWS_0019-N_RWS_0018,52.05385,4.40236,52.05534,4.3956
GEO02_Z_RWSTRN303,51.773949,4.659321,Provincialeweg-Randweg,,,,
GEO02_Z_RWSTRN304,51.789934,4.672514,Provincialeweg-Randweg,,,,
GEO02_Z_RWSTRN305,51.797544,4.685861,Laan der Verenigde Naties-Randweg,,,,
GEO02_Z_RWSTRN306,51.804992,4.698122,Randweg-Merwedestraat 275,,,,
GEO02_PNHTI568r,52.689231,4.774854,PNH_568-B,,,,
GEO02_R_RWSTI485,51.862291,5.313454,R_RWS_0485,,,,
GEO02_PNHTI553,52.263379,5.161877,PNH_553-A,,,,
GEO02_PNHTI553r,52.262175,5.162211,PNH_553-B,,,,
GEO02_R_RWSTI49,51.983727,4.328456,R_RWS_0049,,,,
GEO02_R_RWSTI603,52.16985,4.453973,R_RWS_0603,,,,
GEO02_R_RWSTI113,52.535967,5.532823,R_RWS_0113,,,,
GEO02_R_RWSTI115,52.56363,5.532373,R_RWS_0115,,,,
GEO02_R_RWSTI1142,52.46723,5.476068,R_RWS_1142,51.93909,4.4293,51.93692,4.43182
GEO02_R_RWSTI292,53.04055,5.24523,R_RWS_0292,,,,
GEO02_Z_RWSTIN201,52.12206,4.58276,ZH_N11_04-B,51.93909,4.4293,51.93692,4.43182
GEO02_Z_RWSTIN205,52.1103,4.65785,ZH_N11_06-B,,,,
GEO02_PNHTR812,52.285,4.773,Burgemeester Brouwerweg-Schipholdijk,51.93692,4.43182,51.93269,4.43711
GEO02_PNHTR813,52.285,4.7725,Kruisweg-Legmeerdijk,,,,
GEO02_PNHTR814,52.263,4.7939,Legmeerdijk-Kruisweg,51.93692,4.43182,51.93544,4.43343
GEO02_PNHTR815,52.263,4.7939,Legmeerdijk-Kruisweg,,,,
GEO02_PNHTR816,52.29,4.7863,Burgemeester Brouwerweg-Nieuwemeerdijk,51.93544,4.43343,51.93256,4.43692
GEO02_PNHTR817,52.311,4.8141,Nieuwemeerdijk-Burgemeester Brouwerweg,,,,
GEO02_PNHTR818,52.29661,4.70968,Drie Merenweg-Kruisweg,51.94992,4.52567,51.95134,4.53407
GEO02_PNHTR819,52.280492,4.724848,Kruisweg-Drie Merenweg,,,,
GEO02_PNHTR820,52.280492,4.724848,Slotertocht-Burgemeester Brouwerweg,51.95134,4.53407,51.95248,4.54259
GEO02_PNHTR188,52.343456,4.63065,Cruquiusweg/N201-Spanjaardslaan,,,,
GEO02_PNHTR189,52.370344,4.653039,Prins Bernhardlaan-Wagenweg,,,,
GEO02_KANTR06,51.979228,5.984333,N325 Ijsselweg/A12-N325 Ijseloordweg / Langewater,51.95248,4.54259,51.95312,4.54745
GEO02_PNHTR502,52.627524,4.780775,N243 Noordervaart-Zuidtangent,,,,
GEO02_PNHTR503,52.66958,4.817289,Zuidtangent-Oprit naar N242 ri Zuid,51.95312,4.54745,51.95385,4.55281
GEO02_PNHTR190,52.677208,4.778558,Nauertogt-N504,,,,
GEO02_PNHTR191,52.6987,4.77324,N504-Kruising N242/N504,51.95385,4.55281,51.95498,4.55957
GEO02_PNHTR192,52.670256,4.818677,Zuidtangent-Kruising N242/N504,,,,
GEO02_PNHTR193,52.7091,4.81975,Kruising N242/N504-N504,52.35401,4.74523,52.35116,4.75052
GEO02_PNHTR194,52.435884,4.726359,Provincialeweg-Kanaalweg,,,,
RWS01_MONIBAS_0051hrr0147ra0,52.39336,4.7988,0051hrr0147ra0,52.35757,4.73862,52.35401,4.74523
RWS01_MONIBAS_0051hrr0152ra,52.39301,4.80604,0051hrr0152ra,,,,
RWS01_MONIBAS_0051hrr0157ra,52.39208,4.81263,0051hrr0157ra,,,,
